message,true_sentiment,vader_sentiment
"there will be no funding nor discussion of climate change in the drumph administration. meanwhile, #trujillo, peru… ",pro,anti
science loses out to uninformed opinion on climate change – yet again  via,pro,anti
and climate change,neutral,neutral
i could use some global warming here in chicago today. thanks,neutral,pro
hero: john kerry will spend election day crop-dusting planet with jet exhaust to fight climate change ,neutral,anti
"â€œsimply blaming climate change is a cop-out,â€ says professor graham jewitt...â€œit has become just another scapegoat for the blamâ€¦",neutral,anti
#earthcareawards is for excellence in climate change mitigation and adaption. join here ,pro,pro
"if global warming was real it woulda sank my shitty state by now. yet, ca is still here

#thefive",anti,anti
"yes, global warming will be bad. but these scientists say it wonâ€™t reach the worst-case scenario.â€¦ ",pro,pro
"white house claims president trump’s views on climate change are 'evolving', although they're currently at single-celled…",pro,neutral
where is the correlation??? it is a proven fact that human activity and fossil fuels cause climate change�� someone… ,pro,neutral
"gordon brown calls global warming skeptics 'flat earthers, anti-science'; philip stott has the perfect answer.â€¦ ",anti,pro
trump's climate change research. his uncle - a great guy - had 'feelings' ,pro,pro
america is about to become the only country in the world with a leader who doesnã¢â‚¬â„¢t think global warming is real.ã¢â‚¬â¦,pro,pro
"trump has tweeted climate change skepticism 115 times 

what supports any evolution in his b…",pro,pro
"geo-engineering will have its day. to combat global warming, we are going to end up trying to block the sun. ",anti,anti
"good news on climate change – &amp; it has to do w/ ca, china &amp; pope francis, says   ",pro,pro
a military base hidden under ice the us thought would never be found is being exposed due to global warmingâ€¦ ,pro,anti
"well, it would solve the global warming problem.",neutral,pro
"

this is a must watch about climate change",pro,neutral
nope - both warmth and cold are balmed on global warming. liberals want it both ways! ,anti,anti
you canâ€™t accept the science of #climate change and also push for continued expansion of fossil fuels. itâ€¦,pro,pro
my thoughts on the future of climate change solutions in the  ,pro,pro
"trump's epa: democrats are trying to 'politicize' the hurricane by talking climate change

trump: gotta cut taxes because of th…",pro,anti
#dailyclimate ireland's staggering hypocrisy on climate change. ,neutral,neutral
lol at everyone who thinks that global warming is the us's top priority.,neutral,pro
still cant believe americans voted a pres who doesn't believe in climate change. so much for 'stumbling the establishment' #thursdaythoughts,pro,neutral
pope francis is climate change-fighting superhero in trailer for environmental encyclical  ,pro,neutral
"yeah. he believes in climate change, just not as much as he believes the rich shouldn't pay taxes.",pro,pro
conservative logic on climate change. ,pro,neutral
rt jacob$q$s ladder: elmo and climate change pt.2 (vine by dhaltssssss)  ,neutral,neutral
"trump tends to cherry pick his facts when it comes to climate change and the environment, and then repeats them. ",pro,neutral
i fucking knew global warming is real ,pro,pro
proud to discuss solutions to the challenges of climate change at #cop23 small islands and coastal states are in fr…,pro,pro
the world is watching. itã¢â‚¬â„¢s time to stand together against climate change. take the pledge ,pro,neutral
people who say things like this are the same people who say that global warming isn't a problem. ,pro,pro
"actual global catastrophic risks: climate change, antibiotics resistance, nuclear war, the rise of populism. fictional one: s…",pro,anti
malcolm turnbull must address the health risks of climate change #climatechange ,pro,anti
. is talking to you as well  #demsinphilly  ,pro,pro
'the concept of global warming was created by and for the chinese in order to make u.s. manufacturing non-competitiã¢â‚¬â¦,pro,pro
"usda chief scientist nominee sam clovis isn't a scientist, but he is a birther who says climate change was invented,
",pro,neutral
"parent: i'd do anything for my children!

scientist: here's how to stave off climate change so your children can stay oã¢â‚¬â¦",pro,neutral
y'all still don't believe in global warming smh ,pro,anti
"do you live in kansas—and worried about climate change? what's your hope for the next 30yrs? what changes, what remains?…",pro,pro
praying that climate change doesn't exist! #icouldspendallday ,pro,pro
still waiting for a mention of climate change. i'm sure it's coming... #budget17 #budget2017,pro,pro
"mas info aquí  theeconomist: when people are asked about climate change, they think they h… ",neutral,neutral
"to guard against climate change, los angeles is painting its streets white  ",pro,neutral
"fascinating nytimesmagazine article on zika,other mosquito-borne diseases. with climate change,worse likely to come ",pro,pro
"democrats:
you lecture us about global warming while flying on private jets.

you preach feminism while bâ€¦",anti,pro
"yes. we have much to learn from cuba about enforcing laws. obviously.

good god this is all so embarrassing. ",neutral,pro
donald trump talking about gun violence and climate change makes me want to scream!!!!!!!!â€¦ ,pro,anti
#imvotingbecause the future of the planet is at stake. hillary clinton will combat climate change. donald trump thinks iã¢â‚¬â¦,pro,anti
"govt should protect soil resources, and ensure that farming systems are resilient to climate change and disasters. #arewaback…",pro,pro
the problem here is the politicians are specifically catering to jackasses who believe earth is only 6000 years old. ,pro,anti
"whatever the weather is, some scientist will find an ad hoc explanation to blame it on global warming.",anti,anti
"if oceans stopped absorbing heat from climate change, life on land would average 122°f - quartz ",pro,anti
i'm sure goodell will blame global warming.,anti,pro
the planet just had its hottest 4 years in recorded history. trump is dismantling efforts to fight climate change.â€¦ ,pro,anti
"you mean climate change? climate change, climate change, climate change. i will use it as much as i can. climate change!",neutral,neutral
